Thu Aug 14 04:20:58 PDT 2014 Starting master on sceplus-vm48
core file size          (blocks, -c) 0
2014-08-14 05:21:27,997 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:21:28,002 INFO  [AM.-pool1-t17] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:21:28,002 INFO  [AM.-pool1-t17] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408018887997, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408018888002, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:21:28,002 INFO  [AM.-pool1-t17] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:21:28,006 INFO  [AM.-pool1-t17] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:21:28,018 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:21:28,019 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:21:28,040 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:21:28,040 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:21:28,041 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408018888002, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408018888041, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:21:28,041 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:21:33,145 INFO  [master/sceplus-vm48.almaden.ibm.com/9.1.143.58:16020.periodicFlusher] regionserver.HRegionServer: master/sceplus-vm48.almaden.ibm.com/9.1.143.58:16020.periodicFlusher requesting flush for region hbase:meta,,1.1588230740 after a delay of 3460
2014-08-14 05:21:36,679 INFO  [MemStoreFlusher.1] regionserver.DefaultStoreFlusher: Flushed, sequenceid=2616, memsize=74.3 K, hasBloomFilter=false, into tmp file hdfs://master:54310/hbase/data/hbase/meta/1588230740/.tmp/9ae22d157012429788a8c26d4e626d2b
2014-08-14 05:21:36,691 INFO  [MemStoreFlusher.1] regionserver.StoreFile$Reader: Loaded Delete Family Bloom (CompoundBloomFilter) metadata for 9ae22d157012429788a8c26d4e626d2b
2014-08-14 05:21:36,708 INFO  [MemStoreFlusher.1] regionserver.StoreFile$Reader: Loaded Delete Family Bloom (CompoundBloomFilter) metadata for 9ae22d157012429788a8c26d4e626d2b
2014-08-14 05:21:36,708 INFO  [MemStoreFlusher.1] regionserver.HStore: Added hdfs://master:54310/hbase/data/hbase/meta/1588230740/info/9ae22d157012429788a8c26d4e626d2b, entries=121, sequenceid=2616, filesize=18.7 K
2014-08-14 05:21:36,710 INFO  [MemStoreFlusher.1] regionserver.HRegion: Finished memstore flush of ~74.32 KB/76104, currentsize=0 B/0 for region hbase:meta,,1.1588230740 in 98ms, sequenceid=2616, compaction requested=false
2014-08-14 05:25:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.01 MB, freeSize=5.94 GB, max=5.95 GB, accesses=230, hits=222, hitRatio=96.52%, , cachingAccesses=226, cachingHits=218, cachingHitsRatio=96.46%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:26:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:26:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408018888041, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408019187979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:26:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:26:27,983 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:26:27,989 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:26:27,990 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:26:27,991 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:26:27,991 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408019187979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408019187991, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:26:27,991 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:26:27,997 INFO  [AM.-pool1-t18] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:26:27,997 INFO  [AM.-pool1-t18] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408019187991, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408019187997, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:26:27,997 INFO  [AM.-pool1-t18] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:26:28,003 INFO  [AM.-pool1-t18] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:26:28,017 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:26:28,018 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:26:28,036 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:26:28,036 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:26:28,036 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408019187997, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408019188036, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:26:28,037 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:30:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=234, hits=224, hitRatio=95.73%, , cachingAccesses=230, cachingHits=220, cachingHitsRatio=95.65%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:31:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:31:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408019188036, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408019487978, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:31:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:31:27,983 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:31:27,988 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:31:27,989 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:31:27,989 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:31:27,990 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408019487978, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408019487990, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:31:27,990 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:31:27,995 INFO  [AM.-pool1-t19] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:31:27,998 INFO  [AM.-pool1-t19] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408019487990, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408019487998, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:31:27,998 INFO  [AM.-pool1-t19] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:31:28,002 INFO  [AM.-pool1-t19] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:31:28,018 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:31:28,021 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:31:28,049 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:31:28,050 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:31:28,050 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408019487998, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408019488050, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:31:28,051 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:35:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=238, hits=228, hitRatio=95.80%, , cachingAccesses=234, cachingHits=224, cachingHitsRatio=95.73%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:36:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:36:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408019488050, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408019787979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:36:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:36:27,983 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:36:27,988 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:36:27,989 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:36:27,989 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:36:27,991 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408019787979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408019787991, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:36:27,991 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:36:27,995 INFO  [AM.-pool1-t20] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:36:27,995 INFO  [AM.-pool1-t20] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408019787991, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408019787995, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:36:27,995 INFO  [AM.-pool1-t20] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:36:27,999 INFO  [AM.-pool1-t20] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:36:28,013 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:36:28,014 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:36:28,035 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:36:28,036 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:36:28,036 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408019787995, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408019788036, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:36:28,036 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:40:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=242, hits=232, hitRatio=95.87%, , cachingAccesses=238, cachingHits=228, cachingHitsRatio=95.80%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:41:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:41:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408019788036, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020087979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:41:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:41:28,003 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:41:28,007 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:41:28,008 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:41:28,011 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:41:28,012 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020087979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020088012, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:41:28,012 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:41:28,016 INFO  [AM.-pool1-t21] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:41:28,016 INFO  [AM.-pool1-t21] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020088012, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020088016, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:41:28,016 INFO  [AM.-pool1-t21] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:41:28,019 INFO  [AM.-pool1-t21] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:41:28,033 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:41:28,034 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:41:28,063 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:41:28,065 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:41:28,065 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020088016, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020088065, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:41:28,066 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:45:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=246, hits=236, hitRatio=95.93%, , cachingAccesses=242, cachingHits=232, cachingHitsRatio=95.87%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:46:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:46:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020088065, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020387979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
